#tail	head	edge_weight	edge_type
Q15843	P23396	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|MI:0676 (tandem affinity purification)|SPIKE
Q15843	O75925	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P46783	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P84098	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P16104	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	Q00839	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q15843	Q9BQE3	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q9Y5A7	7.500000e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
Q15843	P51784	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P09936	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
Q15843	P05387	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q7Z569	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P05388	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62877	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q9UKT5	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
Q15843	P42766	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q9Y297	7.500000e-01	MI:0415 (enzymatic study)|MI:1313 (bioid)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)
Q15843	P61981	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P07900	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P61254	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P67809	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62913	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0676 (tandem affinity purification)|MI:0096 (pull down)|SPIKE
Q15843	P25788	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q13620	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	Q86XK2	5.687820e-01	MI:0415 (enzymatic study)
Q15843	P27348	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q00610	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P61313	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q9BUJ2	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P09651	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	O00571	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P46937	2.014610e-01	MI:0401 (biochemical)
Q15843	P55210	4.922930e-01	MI:0096 (pull down)
Q15843	P24941	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
Q15843	Q14103	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P61247	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62753	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P63104	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P68104	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	Q9UK99	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62888	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	Q07020	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P60866	7.500000e-01	SPIKE|MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	Q01844	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P11142	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P54252	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)
Q15843	P10809	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q12906	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P22626	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P61081	7.500000e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)|MI:0808 (comigration in sds page)|MI:0231 (mammalian protein protein interaction trap)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
Q15843	P55854	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	Q92804	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q04917	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	Q14568	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P04406	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q13564	7.500000e-01	MI:0114 (x-ray crystallography)|SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	P62899	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	P62263	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	Q92841	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P17844	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62837	7.500000e-01	MI:0114 (x-ray crystallography)|MI:0077 (nuclear magnetic resonance)
Q15843	Q9UKB1	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q15843	Q13619	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|SPIKE
Q15843	P25963	7.500000e-01	MI:0415 (enzymatic study)|MI:0007 (anti tag coimmunoprecipitation)
Q15843	P62829	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P04908	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q9NZI8	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P38646	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q16531	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	P62701	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	Q562R1	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62277	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P63208	7.500000e-01	MI:0415 (enzymatic study)|MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	Q9BRJ7	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q02878	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	P33992	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P33991	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	Q9Y4B6	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q15843	O14818	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q03468	4.739220e-01	SPIKE
Q15843	Q9Y5V3	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
Q15843	P62937	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P61077	2.014610e-01	MI:0401 (biochemical)
Q15843	Q13616	0.000000e+00	MI:0415 (enzymatic study)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0826 (x ray scattering)|MI:1010 (neddylase assay)|MI:0114 (x-ray crystallography)|MI:0808 (comigration in sds page)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)
Q15843	P01112	2.014610e-01	MI:0401 (biochemical)
Q15843	Q8NC51	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P26373	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	Q96FW1	5.687820e-01	MI:0415 (enzymatic study)
Q15843	P62241	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	P36578	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P60709	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P62249	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	P13639	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P61353	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P46777	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q15843	P68371	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P46778	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P62258	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P15880	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	P04637	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
Q15843	O95376	4.922930e-01	MI:0096 (pull down)
Q15843	P18124	7.500000e-01	MI:0096 (pull down)|MI:0676 (tandem affinity purification)|SPIKE
Q15843	P17066	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	Q9HCE7	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q15843	P19338	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P35637	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P07437	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P11021	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P12004	3.899580e-01	MI:0676 (tandem affinity purification)
Q15843	Q6P3S6	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
Q15843	P34931	3.111330e-01	MI:0004 (affinity chromatography technology)
Q15843	P34932	3.111330e-01	MI:0004 (affinity chromatography technology)
O14737	Q5T3J3	7.500000e-01	MI:0018 (two hybrid)|SPIKE
O14737	Q00987	3.111330e-01	MI:0004 (affinity chromatography technology)
O14737	Q8N3Y1	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
O14737	P16949	2.014610e-01	MI:0401 (biochemical)
O14737	Q96FW1	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
O14737	P02751	7.241830e-01	MI:0030 (cross-linking study)|MI:0004 (affinity chromatography technology)
O14737	O60341	2.804190e-01	MI:0018 (two hybrid)
O14737	P40337	7.500000e-01	MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
O14737	P61077	2.804190e-01	MI:0018 (two hybrid)
O14737	P04637	7.500000e-01	MI:0428 (imaging technique)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
O14737	Q15170	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
O14737	Q92993	7.500000e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0398 (two hybrid pooling approach)|SPIKE
O14737	P02545	5.803530e-02	MI:1313 (bioid)
O14737	P23258	3.111330e-01	MI:0004 (affinity chromatography technology)
O14737	Q96G74	7.500000e-01	MI:0428 (imaging technique)|MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
O14737	Q9BVJ6	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P11926	P67870	2.804190e-01	MI:0018 (two hybrid)
P11926	Q92993	6.080420e-01	MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P11926	P04183	2.804190e-01	MI:0018 (two hybrid)
P11926	Q9BXL5	1.484230e-01	MI:0397 (two hybrid array)
P11926	P56962	1.484230e-01	MI:0397 (two hybrid array)
P11926	Q14032	1.484230e-01	MI:0397 (two hybrid array)
P11926	P84022	4.739220e-01	SPIKE
P05783	P52292	2.804190e-01	MI:0018 (two hybrid)
P05783	Q9Y6K9	7.500000e-01	MI:0018 (two hybrid)|MI:0397 (two hybrid array)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P05783	Q9H0W5	3.111330e-01	MI:0004 (affinity chromatography technology)
P05783	P62993	7.500000e-01	NetPath|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P05783	P31947	4.739220e-01	SPIKE
P05783	P31946	4.739220e-01	SPIKE
P05783	Q99816	4.675220e-01	MI:0018 (two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P05783	O75190	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0027 (cosedimentation)|MI:0018 (two hybrid)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P05783	Q14999	3.111330e-01	MI:0004 (affinity chromatography technology)
P05783	Q9NX04	1.815520e-01	MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P05783	P61981	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P05783	P15336	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P05783	P04792	7.500000e-01	MI:0018 (two hybrid)|MI:0097 (reverse ras recruitment system)
P05783	Q9UM73	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P05783	P03372	4.922930e-01	MI:0096 (pull down)
P05783	P27348	6.412850e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
P05783	Q96CS2	6.080420e-01	MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P05783	P58107	7.500000e-01	NetPath
P05783	P63104	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0096 (pull down)|SPIKE
P05783	Q96PM5	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P05783	Q504Q3	3.111330e-01	MI:0004 (affinity chromatography technology)
P05783	Q14457	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)
P05783	P49736	3.111330e-01	MI:0004 (affinity chromatography technology)
P05783	P12830	2.203570e-01	MI:1313 (bioid)|MI:0004 (affinity chromatography technology)
P05783	P00533	7.500000e-01	NetPath
P05783	Q09472	2.804190e-01	MI:0018 (two hybrid)
P05783	P29353	7.500000e-01	NetPath|MI:0416 (fluorescence microscopy)|SPIKE
P05783	O75147	3.111330e-01	MI:0004 (affinity chromatography technology)
P05783	P02751	7.241830e-01	MI:0030 (cross-linking study)|MI:0004 (affinity chromatography technology)
P05783	Q6PKC3	2.804190e-01	MI:0018 (two hybrid)
P05783	Q5VU43	7.500000e-01	MI:0018 (two hybrid)|MI:0663 (confocal microscopy)
P05783	P98161	4.922930e-01	MI:0096 (pull down)
P05783	Q07889	7.500000e-01	NetPath
P05783	Q00839	2.014610e-01	MI:0401 (biochemical)
P05783	Q16539	4.739220e-01	SPIKE
P05783	P04049	7.500000e-01	MI:0019 (coimmunoprecipitation)|SPIKE
P05783	P68431	2.014610e-01	MI:0401 (biochemical)
P05783	P05787	7.500000e-01	NetPath|MI:0027 (cosedimentation)|MI:0416 (fluorescence microscopy)|MI:0663 (confocal microscopy)|MI:0013 (biophysical)|MI:0018 (two hybrid)|MI:1112 (two hybrid prey pooling approach)|SPIKE|MI:0397 (two hybrid array)
P05783	Q00688	2.014610e-01	MI:0401 (biochemical)
P05783	Q08379	7.324470e-01	MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)|MI:1113 (two hybrid bait and prey pooling approach)
P05783	P33992	3.111330e-01	MI:0004 (affinity chromatography technology)
P05783	Q8N2W9	2.804190e-01	MI:0018 (two hybrid)
P05783	P50914	2.014610e-01	MI:0401 (biochemical)
P05783	Q16695	7.500000e-01	NetPath
P05783	Q96GM5	2.804190e-01	MI:0018 (two hybrid)
P05783	Q15834	7.500000e-01	MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P05783	Q99459	2.804190e-01	MI:0018 (two hybrid)
P05783	P46940	7.500000e-01	NetPath
P05783	P01112	2.804190e-01	MI:0018 (two hybrid)
P05783	P05452	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
P05783	P62258	4.739220e-01	SPIKE
P05783	P42574	4.739220e-01	SPIKE
P05783	P34932	4.922930e-01	MI:0096 (pull down)
Q01831	Q9BUR4	2.014610e-01	MI:0401 (biochemical)
Q01831	P32780	7.500000e-01	MI:0077 (nuclear magnetic resonance)|MI:0065 (isothermal titration calorimetry)|MI:0004 (affinity chromatography technology)
Q01831	Q02880	2.014610e-01	MI:0401 (biochemical)
Q01831	P23025	3.111330e-01	MI:0004 (affinity chromatography technology)
Q01831	P54725	7.500000e-01	MI:0018 (two hybrid)|MI:0401 (biochemical)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
Q01831	P15927	3.111330e-01	MI:0004 (affinity chromatography technology)
Q01831	Q00987	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q01831	Q13569	7.500000e-01	MI:0018 (two hybrid)|MI:0096 (pull down)|SPIKE
Q01831	Q12824	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)|SPIKE
Q01831	Q13315	7.500000e-01	MI:0428 (imaging technique)|SPIKE|MI:0004 (affinity chromatography technology)
Q01831	O95758	4.138850e-01	MI:0006 (anti bait coimmunoprecipitation)
Q01831	P51532	4.739220e-01	SPIKE
Q01831	P06748	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q01831	Q93009	7.500000e-01	MI:0415 (enzymatic study)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q01831	P68431	5.803530e-02	MI:1313 (bioid)
Q01831	Q92466	7.500000e-01	SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q01831	P55036	4.922930e-01	MI:0096 (pull down)
Q01831	P06746	3.111330e-01	MI:0004 (affinity chromatography technology)
Q01831	O95155	3.111330e-01	MI:0004 (affinity chromatography technology)
Q01831	Q13535	7.500000e-01	MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)
Q01831	P16104	3.111330e-01	MI:0004 (affinity chromatography technology)
Q01831	P19447	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q01831	Q16531	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)
Q01831	P19784	3.111330e-01	MI:0004 (affinity chromatography technology)
Q01831	P51784	2.014610e-01	MI:0401 (biochemical)
Q01831	P27694	4.922930e-01	MI:0096 (pull down)
Q01831	Q15797	7.500000e-01	MI:0018 (two hybrid)|SPIKE
Q01831	P09429	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
Q01831	P12004	4.374430e-01	MI:0416 (fluorescence microscopy)
O75643	Q9Y478	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
O75643	P05161	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
O75643	Q13526	4.922930e-01	MI:0096 (pull down)
O75643	P07900	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
O75643	Q9UL18	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
O75643	P11940	2.014610e-01	MI:0401 (biochemical)
O75643	Q99728	2.804190e-01	MI:0018 (two hybrid)
O75643	P62993	7.500000e-01	MI:0018 (two hybrid)|SPIKE
O75643	P35998	2.014610e-01	MI:0401 (biochemical)
O75643	P31946	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0006 (anti bait coimmunoprecipitation)|SPIKE
O75643	Q14999	3.111330e-01	MI:0004 (affinity chromatography technology)
O75643	P40337	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE
O75643	Q13043	3.899580e-01	MI:0676 (tandem affinity purification)
O75643	Q14498	3.111330e-01	MI:0004 (affinity chromatography technology)
O75643	P61981	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
